Sequence,Lac,Proteins,Orientation,Seed1,Seed2,Energy,nProteins,Tw,Wr,Lk,Angle
105,minicircle,HU+87,MC,405469,95287,312.711,2,9.960,0.040,10.000,0.000
105,minicircle,HU+87,MC,864276,110297,318.835,2,9.964,0.036,10.000,0.000
105,minicircle,HU+87,MC,766258,235192,305.893,2,10.063,-0.063,10.000,0.000
105,minicircle,HU+87,MC,81267,25029,307.461,2,10.103,-0.103,10.000,0.000
105,minicircle,HU+87,MC,608179,225160,347.445,2,10.090,-0.090,10.000,0.000
105,minicircle,HU+87,MC,403432,85145,323.597,2,9.971,0.029,10.000,0.000
105,minicircle,HU+87,MC,479899,185194,290.500,3,9.936,0.064,10.000,0.000
105,minicircle,HU+87,MC,247950,140322,295.312,2,10.017,-0.017,10.000,0.000
105,minicircle,HU+87,MC,316088,170251,305.736,2,9.963,0.037,10.000,0.000
105,minicircle,HU+87,MC,365872,175156,300.334,2,9.973,0.027,10.000,0.000
105,minicircle,HU+87,MC,933087,125278,354.459,2,9.814,0.186,10.000,0.000
105,minicircle,HU+87,MC,479610,135220,320.605,2,9.874,0.126,10.000,0.000
105,minicircle,HU+87,MC,738966,155145,323.580,2,9.913,0.087,10.000,0.000
105,minicircle,HU+87,MC,675250,195140,308.837,2,10.104,-0.104,10.000,0.000
105,minicircle,HU+87,MC,976396,75183,305.616,2,10.054,-0.054,10.000,0.000
105,minicircle,HU+87,MC,78988,120300,312.015,2,8.989,0.011,9.000,0.000
105,minicircle,HU+87,MC,829183,200153,351.181,2,9.901,0.099,10.000,0.000
105,minicircle,HU+87,MC,334698,215328,334.460,2,9.976,0.024,10.000,0.000
105,minicircle,HU+87,MC,851441,145159,299.302,2,9.870,0.130,10.000,0.000
105,minicircle,HU+87,MC,603409,5114,332.746,2,10.040,-0.040,10.000,0.000
105,minicircle,HU+87,MC,727555,40117,310.056,2,10.057,-0.057,9.000,0.000
105,minicircle,HU+87,MC,993685,70177,311.217,2,9.096,-0.096,10.000,0.000
105,minicircle,HU+87,MC,276205,190122,349.702,2,10.107,-0.107,10.000,0.000
105,minicircle,HU+87,MC,90798,165348,317.032,2,10.048,-0.048,10.000,0.000
105,minicircle,HU+87,MC,84075,80086,313.574,2,9.843,0.157,10.000,0.000
105,minicircle,HU+87,MC,445410,10144,314.788,2,9.986,0.014,10.000,0.000
105,minicircle,HU+87,MC,814840,210122,302.279,2,10.000,-0.000,10.000,0.000
105,minicircle,HU+87,MC,612440,55163,285.316,2,10.041,-0.041,10.000,0.000
105,minicircle,HU+87,MC,991113,115030,301.195,2,9.968,0.032,9.000,0.000
105,minicircle,HU+87,MC,365101,193,336.401,2,9.953,0.047,10.000,0.000
105,minicircle,HU+87,MC,291986,30056,352.647,2,9.932,0.068,10.000,0.000
105,minicircle,HU+87,MC,998257,205213,325.820,2,10.028,-0.028,10.000,0.000
105,minicircle,HU+87,MC,921699,15108,324.858,2,10.037,-0.037,10.000,0.000
105,minicircle,HU+87,MC,683516,220140,304.402,2,9.987,0.013,9.000,0.000
105,minicircle,HU+87,MC,37249,50073,337.617,3,8.857,0.143,10.000,0.000
105,minicircle,HU+87,MC,137354,35283,358.760,2,9.955,0.045,10.000,0.000
105,minicircle,HU+87,MC,406520,150278,341.202,2,9.905,0.095,10.000,0.000
105,minicircle,HU+87,MC,223972,160085,318.792,2,9.951,0.049,10.000,0.000
105,minicircle,HU+87,MC,591987,100151,306.212,2,10.061,-0.061,10.000,0.000
105,minicircle,HU+87,MC,612639,60078,362.722,2,10.030,-0.030,10.000,0.000
105,minicircle,HU+87,MC,613970,105218,316.356,2,9.934,0.066,10.000,0.000
105,minicircle,HU+87,MC,524144,90213,333.935,2,10.052,-0.052,10.000,0.000
105,minicircle,HU+87,MC,717243,230207,314.873,2,9.798,0.202,10.000,0.000
105,minicircle,HU+87,MC,760583,65153,327.042,2,9.928,0.072,10.000,0.000
105,minicircle,HU+87,MC,7390,130172,345.945,2,10.067,-0.067,10.000,0.000
105,minicircle,HU+87,MC,369599,45142,303.269,2,9.993,0.007,10.000,0.000
105,minicircle,HU+87,MC,128625,20270,317.487,2,10.151,-0.151,9.000,0.000
105,minicircle,HU+87,MC,636084,95287,299.199,2,10.002,-0.002,10.000,0.000
105,minicircle,HU+87,MC,542661,110297,300.348,2,9.925,0.075,10.000,0.000
105,minicircle,HU+87,MC,760530,235192,274.214,2,10.127,-0.127,10.000,0.000
105,minicircle,HU+87,MC,431698,180218,317.462,2,9.029,-0.029,9.000,0.000
105,minicircle,HU+87,MC,329159,85145,324.968,2,9.869,0.131,10.000,0.000
105,minicircle,HU+87,MC,670355,170251,301.068,2,9.910,0.090,10.000,0.000
105,minicircle,HU+87,MC,113746,125284,310.635,2,9.985,0.015,10.000,0.000
105,minicircle,HU+87,MC,910131,25090,341.486,2,10.036,-0.036,10.000,0.000
105,minicircle,HU+87,MC,49482,140350,335.017,2,10.071,-0.071,10.000,0.000
105,minicircle,HU+87,MC,377011,175178,295.521,2,10.141,-0.141,10.000,0.000
105,minicircle,HU+87,MC,86555,225260,318.385,2,9.994,0.006,10.000,0.000
105,minicircle,HU+87,MC,117817,75183,344.802,2,9.982,0.018,10.000,0.000
105,minicircle,HU+87,MC,580838,135328,285.493,2,9.926,0.074,10.000,0.000
105,minicircle,HU+87,MC,869144,200156,283.545,2,10.027,-0.027,10.000,0.000
105,minicircle,HU+87,MC,764884,195188,312.413,2,9.990,0.010,10.000,0.000
105,minicircle,HU+87,MC,705702,120333,293.339,2,9.868,0.132,9.000,0.000
105,minicircle,HU+87,MC,700932,215328,330.475,2,10.039,-0.039,9.000,0.000
105,minicircle,HU+87,MC,88500,155235,320.677,2,9.963,0.037,10.000,0.000
105,minicircle,HU+87,MC,728206,185194,297.842,3,9.962,0.038,10.000,0.000
105,minicircle,HU+87,MC,481455,5179,322.203,2,10.036,-0.036,10.000,0.000
105,minicircle,HU+87,MC,401305,145285,315.559,3,9.844,0.156,10.000,0.000
105,minicircle,HU+87,MC,469463,40134,300.087,2,9.966,0.034,10.000,0.000
105,minicircle,HU+87,MC,338281,70180,303.183,2,10.039,-0.039,10.000,0.000
105,minicircle,HU+87,MC,2244,190122,360.965,2,10.092,-0.092,10.000,0.000
105,minicircle,HU+87,MC,943951,165348,300.967,2,10.021,-0.021,10.000,0.000
105,minicircle,HU+87,MC,251764,80086,307.981,2,9.900,0.100,10.000,0.000
105,minicircle,HU+87,MC,515720,10149,320.811,2,9.900,0.100,10.000,0.000
105,minicircle,HU+87,MC,841634,210122,310.459,2,10.013,-0.013,10.000,0.000
105,minicircle,HU+87,MC,116267,55167,295.658,2,10.037,-0.037,9.000,0.000
105,minicircle,HU+87,MC,225636,193,337.818,2,9.959,0.041,10.000,0.000
105,minicircle,HU+87,MC,787806,30056,335.273,2,10.083,-0.083,10.000,0.000
105,minicircle,HU+87,MC,169707,115070,296.566,2,10.114,-0.114,10.000,0.000
105,minicircle,HU+87,MC,408990,205229,296.856,2,10.011,-0.011,10.000,0.000
105,minicircle,HU+87,MC,802708,220140,308.579,2,10.016,-0.016,10.000,0.000
105,minicircle,HU+87,MC,4242,15156,319.677,2,9.871,0.129,10.000,0.000
105,minicircle,HU+87,MC,689020,35283,336.632,2,9.967,0.033,10.000,0.000
105,minicircle,HU+87,MC,665606,160085,273.742,2,9.989,0.011,9.000,0.000
105,minicircle,HU+87,MC,679317,100151,328.918,2,9.061,-0.061,9.000,0.000
105,minicircle,HU+87,MC,999196,60089,301.191,2,9.881,0.119,10.000,0.000
105,minicircle,HU+87,MC,270257,90213,306.721,2,9.949,0.051,10.000,0.000
105,minicircle,HU+87,MC,597399,230236,338.719,2,10.012,-0.012,10.000,0.000
105,minicircle,HU+87,MC,580513,65153,327.394,2,9.958,0.042,10.000,0.000
105,minicircle,HU+87,MC,809033,105255,312.903,3,9.954,0.046,10.000,0.000
105,minicircle,HU+87,MC,851011,45142,306.423,2,9.970,0.030,10.000,0.000
105,minicircle,HU+87,MC,60803,20270,351.993,2,9.991,0.009,10.000,0.000
105,minicircle,HU+87,MC,944713,150406,299.060,2,10.006,-0.006,10.000,0.000
105,minicircle,HU+87,MC,578690,130187,335.086,2,9.979,0.021,10.000,0.000
105,minicircle,HU+87,MC,86226,95287,329.358,2,10.040,-0.040,10.000,0.000
105,minicircle,HU+87,MC,77824,110297,325.569,2,10.116,-0.116,10.000,0.000
105,minicircle,HU+87,MC,27420,235192,296.851,2,10.057,-0.057,10.000,0.000
105,minicircle,HU+87,MC,697473,85145,300.742,2,9.936,0.064,10.000,0.000
105,minicircle,HU+87,MC,730328,140350,333.448,2,10.021,-0.021,10.000,0.000
105,minicircle,HU+87,MC,941197,180244,350.155,2,10.001,-0.001,9.000,0.000
105,minicircle,HU+87,MC,491459,50082,296.987,2,9.991,0.009,10.000,0.000
105,minicircle,HU+87,MC,407097,125315,311.064,2,9.996,0.004,10.000,0.000
105,minicircle,HU+87,MC,705117,170294,317.234,2,10.000,0.000,10.000,0.000
105,minicircle,HU+87,MC,896695,75183,312.811,2,9.890,0.110,10.000,0.000
105,minicircle,HU+87,MC,9295,135328,295.233,2,9.721,0.279,10.000,0.000
105,minicircle,HU+87,MC,375533,200156,296.876,2,10.010,-0.010,10.000,0.000
105,minicircle,HU+87,MC,264739,215337,296.575,2,10.052,-0.052,10.000,0.000
105,minicircle,HU+87,MC,250388,225323,329.070,2,9.868,0.132,10.000,0.000
105,minicircle,HU+87,MC,252520,25202,320.060,2,9.981,0.019,10.000,0.000
105,minicircle,HU+87,MC,397524,120357,329.858,2,10.051,-0.051,10.000,0.000
105,minicircle,HU+87,MC,67934,155274,314.846,2,10.082,-0.082,10.000,0.000
105,minicircle,HU+87,MC,801711,195281,286.000,3,9.821,0.179,10.000,0.000
105,minicircle,HU+87,MC,773523,175381,327.599,2,9.941,0.059,10.000,0.000
105,minicircle,HU+87,MC,161611,5194,303.348,2,9.929,0.071,10.000,0.000
105,minicircle,HU+87,MC,333137,70180,291.357,2,9.913,0.087,10.000,0.000
105,minicircle,HU+87,MC,532862,40155,328.782,3,10.043,-0.043,10.000,0.000
105,minicircle,HU+87,MC,757731,190158,343.551,2,9.953,0.047,10.000,0.000
105,minicircle,HU+87,MC,782958,165348,315.952,2,9.925,0.075,10.000,0.000
105,minicircle,HU+87,MC,302568,80086,312.710,2,9.976,0.024,10.000,0.000
105,minicircle,HU+87,MC,15494,10149,343.217,2,10.016,-0.016,10.000,0.000
105,minicircle,HU+87,MC,527492,145285,319.726,3,9.956,0.044,10.000,0.000
105,minicircle,HU+87,MC,427267,185241,326.750,2,10.098,-0.098,10.000,0.000
105,minicircle,HU+87,MC,863606,210189,361.147,2,9.815,0.185,10.000,0.000
105,minicircle,HU+87,MC,830525,55167,320.909,2,10.024,-0.024,10.000,0.000
105,minicircle,HU+87,MC,77379,193,310.450,2,10.008,-0.008,10.000,0.000
105,minicircle,HU+87,MC,592118,30056,340.578,2,10.012,-0.012,10.000,0.000
105,minicircle,HU+87,MC,963349,205229,305.384,2,9.994,0.006,10.000,0.000
105,minicircle,HU+87,MC,884405,220140,335.207,2,10.059,-0.059,10.000,0.000
105,minicircle,HU+87,MC,72255,35283,322.996,2,9.946,0.054,10.000,0.000
105,minicircle,HU+87,MC,614739,160085,309.572,2,9.988,0.012,10.000,0.000
105,minicircle,HU+87,MC,140204,100151,297.032,2,9.958,0.042,9.000,0.000
105,minicircle,HU+87,MC,558135,15180,295.176,2,10.017,-0.017,10.000,0.000
105,minicircle,HU+87,MC,953531,60089,303.375,2,10.061,-0.061,10.000,0.000
105,minicircle,HU+87,MC,346036,65153,328.944,2,10.060,-0.060,10.000,0.000
105,minicircle,HU+87,MC,234739,115165,294.476,2,10.023,-0.023,10.000,0.000
105,minicircle,HU+87,MC,486482,20270,349.464,2,9.922,0.078,10.000,0.000
105,minicircle,HU+87,MC,408031,150406,309.458,2,10.008,-0.008,9.000,0.000
105,minicircle,HU+87,MC,940463,230279,318.542,2,9.882,0.118,10.000,0.000
105,minicircle,HU+87,MC,529562,90267,321.084,2,9.837,0.163,10.000,0.000
105,minicircle,HU+87,MC,68298,95287,311.658,2,9.073,-0.073,9.000,0.000
105,minicircle,HU+87,MC,586932,130211,327.876,2,10.072,-0.072,10.000,0.000
105,minicircle,HU+87,MC,640827,110297,324.930,2,10.065,-0.065,9.000,0.000
105,minicircle,HU+87,MC,244170,45210,314.157,2,10.018,-0.018,10.000,0.000
105,minicircle,HU+87,MC,199783,140350,319.990,2,9.879,0.121,10.000,0.000
105,minicircle,HU+87,MC,531680,85189,327.631,2,9.907,0.093,10.000,0.000
105,minicircle,HU+87,MC,31739,170294,276.299,2,9.941,0.059,10.000,0.000
105,minicircle,HU+87,MC,631501,75183,314.225,2,10.015,-0.015,10.000,0.000
105,minicircle,HU+87,MC,770822,50120,312.537,2,10.120,-0.120,10.000,0.000
105,minicircle,HU+87,MC,770822,235320,323.349,2,10.182,-0.182,10.000,0.000
105,minicircle,HU+87,MC,21928,200156,296.022,2,9.042,-0.042,9.000,0.000
105,minicircle,HU+87,MC,669800,135344,332.500,2,10.162,-0.162,10.000,0.000
105,minicircle,HU+87,MC,107677,215337,304.813,2,10.014,-0.014,10.000,0.000
105,minicircle,HU+87,MC,68298,180347,322.158,2,10.028,-0.028,10.000,0.000
105,minicircle,HU+87,MC,17137,125386,273.346,2,10.180,-0.180,10.000,0.000
105,minicircle,HU+87,MC,571746,105310,302.198,2,9.913,0.087,10.000,0.000
105,minicircle,HU+87,MC,96021,225337,342.123,2,10.018,-0.018,9.000,0.000
105,minicircle,HU+87,MC,646092,120357,350.928,2,10.023,-0.023,10.000,0.000
105,minicircle,HU+87,MC,921930,155274,324.024,2,10.094,-0.094,10.000,0.000
105,minicircle,HU+87,MC,660168,25300,283.807,2,9.966,0.034,10.000,0.000
105,minicircle,HU+87,MC,387670,5194,318.419,2,9.992,0.008,10.000,0.000
105,minicircle,HU+87,MC,916363,175477,310.842,4,9.922,0.078,10.000,0.000
105,minicircle,HU+87,MC,411509,70254,332.589,2,10.104,-0.104,10.000,0.000
105,minicircle,HU+87,MC,264739,165348,299.004,2,10.117,-0.117,10.000,0.000
105,minicircle,HU+87,MC,546423,80086,328.660,2,9.912,0.088,10.000,0.000
105,minicircle,HU+87,MC,227335,190185,328.547,2,9.995,0.005,10.000,0.000
105,minicircle,HU+87,MC,939816,10149,342.088,2,9.922,0.078,9.000,0.000
105,minicircle,HU+87,MC,629971,195300,288.090,2,9.971,0.029,10.000,0.000
105,minicircle,HU+87,MC,135597,185241,309.903,2,9.988,0.012,10.000,0.000
105,minicircle,HU+87,MC,298235,210197,331.442,2,9.762,0.238,10.000,0.000
105,minicircle,HU+87,MC,742289,40155,323.696,3,10.072,-0.072,10.000,0.000
105,minicircle,HU+87,MC,585323,55167,319.618,2,9.948,0.052,8.000,0.000
105,minicircle,HU+87,MC,893781,193,321.889,2,9.922,0.078,10.000,0.000
105,minicircle,HU+87,MC,462368,30081,312.886,2,9.955,0.045,9.000,0.000
105,minicircle,HU+87,MC,855319,220140,311.506,2,9.922,0.078,10.000,0.000
105,minicircle,HU+87,MC,888615,35283,342.334,2,10.158,-0.158,10.000,0.000
105,minicircle,HU+87,MC,172096,145285,309.760,3,9.893,0.107,10.000,0.000
105,minicircle,HU+87,MC,179439,205252,306.957,2,10.127,-0.127,9.000,0.000
105,minicircle,HU+87,MC,638036,160085,301.874,2,10.057,-0.057,10.000,0.000
105,minicircle,HU+87,MC,657412,100158,313.537,2,9.972,0.028,10.000,0.000
105,minicircle,HU+87,MC,333153,15194,313.589,3,9.856,0.144,10.000,0.000
105,minicircle,HU+87,MC,581729,60089,307.014,2,9.935,0.065,10.000,0.000
105,minicircle,HU+87,MC,379485,65258,306.407,2,10.003,-0.003,10.000,0.000
105,minicircle,HU+87,MC,212627,115165,313.415,2,10.030,-0.030,9.000,0.000
105,minicircle,HU+87,MC,944722,20270,317.902,2,9.998,0.002,10.000,0.000
105,minicircle,HU+87,MC,889648,150406,305.985,2,10.053,-0.053,10.000,0.000
105,minicircle,HU+87,MC,327623,230279,324.007,2,10.073,-0.073,10.000,0.000
105,minicircle,HU+87,MC,195188,95287,300.223,2,9.991,0.009,10.000,0.000
105,minicircle,HU+87,MC,325036,130211,323.194,2,10.143,-0.143,10.000,0.000
105,minicircle,HU+87,MC,439154,110297,318.588,2,9.988,0.012,10.000,0.000
105,minicircle,HU+87,MC,539464,90328,338.204,2,9.950,0.050,10.000,0.000
105,minicircle,HU+87,MC,369782,140350,317.873,2,9.999,0.001,10.000,0.000
105,minicircle,HU+87,MC,64322,45263,306.790,2,10.018,-0.018,10.000,0.000
105,minicircle,HU+87,MC,905259,85200,299.552,2,9.917,0.083,10.000,0.000
105,minicircle,HU+87,MC,566303,170294,287.530,2,9.961,0.039,10.000,0.000
105,minicircle,HU+87,MC,988258,75183,327.573,2,10.022,-0.022,10.000,0.000
105,minicircle,HU+87,MC,812912,235320,333.814,3,10.019,-0.019,10.000,0.000
105,minicircle,HU+87,MC,664200,50131,319.882,2,9.988,0.012,10.000,0.000
105,minicircle,HU+87,MC,948493,200156,290.083,2,10.064,-0.064,9.000,0.000
105,minicircle,HU+87,MC,223454,215337,298.309,2,10.095,-0.095,10.000,0.000
105,minicircle,HU+87,MC,21552,180347,311.304,2,10.073,-0.073,10.000,0.000
105,minicircle,HU+87,MC,612447,125386,308.107,2,10.034,-0.034,10.000,0.000
105,minicircle,HU+87,MC,807283,135371,350.711,2,9.835,0.165,9.000,0.000
105,minicircle,HU+87,MC,84053,105314,313.528,3,9.986,0.014,10.000,0.000
105,minicircle,HU+87,MC,296714,225344,334.004,2,10.002,-0.002,10.000,0.000
105,minicircle,HU+87,MC,492002,155274,307.554,2,10.041,-0.041,10.000,0.000
105,minicircle,HU+87,MC,214024,120389,360.198,2,10.146,-0.146,9.000,0.000
105,minicircle,HU+87,MC,217952,25319,342.792,2,9.942,0.058,10.000,0.000
105,minicircle,HU+87,MC,840253,5194,291.978,2,9.967,0.033,10.000,0.000
105,minicircle,HU+87,MC,136685,55167,313.117,2,9.956,0.044,10.000,0.000
105,minicircle,HU+87,MC,166264,70254,324.516,2,9.998,0.002,10.000,0.000
105,minicircle,HU+87,MC,298624,165390,363.650,2,10.024,-0.024,10.000,0.000
105,minicircle,HU+87,MC,316877,80086,307.017,2,9.861,0.139,10.000,0.000
105,minicircle,HU+87,MC,844495,10158,311.536,2,9.815,0.185,10.000,0.000
105,minicircle,HU+87,MC,836526,190206,331.492,2,9.951,0.049,10.000,0.000
105,minicircle,HU+87,MC,353884,185241,309.828,2,10.067,-0.067,10.000,0.000
105,minicircle,HU+87,MC,296094,195344,325.554,2,9.907,0.093,10.000,0.000
105,minicircle,HU+87,MC,220580,210208,308.562,2,10.097,-0.097,10.000,0.000
105,minicircle,HU+87,MC,833274,193,327.918,2,10.036,-0.036,10.000,0.000
105,minicircle,HU+87,MC,409068,30096,302.485,2,10.044,-0.044,10.000,0.000
105,minicircle,HU+87,MC,500555,220167,297.754,2,9.780,0.220,10.000,0.000
105,minicircle,HU+87,MC,884037,35283,331.708,2,9.965,0.035,9.000,0.000
105,minicircle,HU+87,MC,97446,205252,347.903,2,9.968,0.032,10.000,0.000
105,minicircle,HU+87,MC,437441,160085,317.421,2,9.948,0.052,10.000,0.000
105,minicircle,HU+87,MC,567058,60089,301.887,2,10.023,-0.023,10.000,0.000
105,minicircle,HU+87,MC,193260,100180,336.124,2,9.084,-0.084,9.000,0.000
105,minicircle,HU+87,MC,755950,175500,280.088,2,10.025,-0.025,9.000,0.000
105,minicircle,HU+87,MC,803080,40155,350.699,3,9.974,0.026,10.000,0.000
105,minicircle,HU+87,MC,950909,65265,283.332,2,9.975,0.025,10.000,0.000
105,minicircle,HU+87,MC,886498,115165,318.120,2,9.991,0.009,10.000,0.000
105,minicircle,HU+87,MC,189657,20270,328.405,2,9.942,0.058,10.000,0.000
105,minicircle,HU+87,MC,537635,150406,300.187,2,10.117,-0.117,10.000,0.000
105,minicircle,HU+87,MC,365756,230279,338.499,2,9.947,0.053,10.000,0.000
105,minicircle,HU+87,MC,581729,95287,304.786,2,9.907,0.093,10.000,0.000
105,minicircle,HU+87,MC,399755,110297,321.396,2,10.069,-0.069,10.000,0.000
105,minicircle,HU+87,MC,261321,130232,322.351,2,9.891,0.109,10.000,0.000
105,minicircle,HU+87,MC,238681,90328,313.633,2,9.831,0.169,10.000,0.000
105,minicircle,HU+87,MC,311548,140350,330.785,2,10.065,-0.065,10.000,0.000
105,minicircle,HU+87,MC,182851,45263,314.802,2,10.136,-0.136,10.000,0.000
105,minicircle,HU+87,MC,848486,170294,296.421,2,9.954,0.046,10.000,0.000
105,minicircle,HU+87,MC,602456,145319,303.696,2,9.960,0.040,10.000,0.000
105,minicircle,HU+87,MC,285779,75183,306.015,2,10.120,-0.120,10.000,0.000
105,minicircle,HU+87,MC,250448,85228,308.667,2,9.999,0.001,10.000,0.000
105,minicircle,HU+87,MC,397257,200156,291.219,2,10.022,-0.022,10.000,0.000
105,minicircle,HU+87,MC,205227,125386,292.823,2,10.061,-0.061,10.000,0.000
105,minicircle,HU+87,MC,346318,215347,309.416,2,10.141,-0.141,9.000,0.000
105,minicircle,HU+87,MC,981057,50153,320.959,2,10.079,-0.079,10.000,0.000
105,minicircle,HU+87,MC,807772,180377,318.207,3,9.837,0.163,10.000,0.000
105,minicircle,HU+87,MC,259805,15270,300.645,4,9.699,0.301,10.000,0.000
105,minicircle,HU+87,MC,338822,135383,304.410,2,9.726,0.274,10.000,0.000
105,minicircle,HU+87,MC,408338,155274,309.180,2,10.309,-0.309,10.000,0.000
105,minicircle,HU+87,MC,113048,120389,351.362,2,10.341,-0.341,10.000,0.000
105,minicircle,HU+87,MC,722272,225375,339.108,2,10.068,-0.068,9.000,0.000
105,minicircle,HU+87,MC,671871,25321,304.949,2,9.954,0.046,9.000,0.000
105,minicircle,HU+87,MC,552447,5194,301.688,2,9.858,0.142,10.000,0.000
105,minicircle,HU+87,MC,251550,235351,323.914,3,10.065,-0.065,10.000,0.000
105,minicircle,HU+87,MC,881658,55167,318.344,2,10.139,-0.139,10.000,0.000
105,minicircle,HU+87,MC,8647,70254,324.305,2,10.008,-0.008,10.000,0.000
105,minicircle,HU+87,MC,875406,80086,298.840,2,9.918,0.082,10.000,0.000
105,minicircle,HU+87,MC,275797,165405,336.554,2,10.009,-0.009,10.000,0.000
105,minicircle,HU+87,MC,585905,105456,305.708,2,10.040,-0.040,10.000,0.000
105,minicircle,HU+87,MC,937399,190206,332.235,2,10.020,-0.020,10.000,0.000
105,minicircle,HU+87,MC,216140,185241,319.334,2,9.980,0.020,9.000,0.000
105,minicircle,HU+87,MC,997131,10218,309.167,2,8.835,0.165,10.000,0.000
105,minicircle,HU+87,MC,109442,195347,302.994,2,9.881,0.119,10.000,0.000
105,minicircle,HU+87,MC,196680,210242,280.047,3,9.703,0.297,10.000,0.000
105,minicircle,HU+87,MC,513452,193,321.505,2,10.059,-0.059,10.000,0.000
105,minicircle,HU+87,MC,77886,220167,310.840,2,9.846,0.154,10.000,0.000
105,minicircle,HU+87,MC,72547,35310,308.301,2,10.085,-0.085,10.000,0.000
105,minicircle,HU+87,MC,49034,30287,306.746,2,10.010,-0.010,10.000,0.000
105,minicircle,HU+87,MC,784001,205344,284.011,2,9.996,0.004,10.000,0.000
105,minicircle,HU+87,MC,489366,160085,307.058,2,9.980,0.020,10.000,0.000
105,minicircle,HU+87,MC,878091,100180,328.361,2,9.926,0.074,10.000,0.000
105,minicircle,HU+87,MC,39684,175500,282.199,2,9.890,0.110,10.000,0.000
105,minicircle,HU+87,MC,256523,60113,318.729,2,10.052,-0.052,10.000,0.000
105,minicircle,HU+87,MC,721901,65265,321.453,2,10.030,-0.030,10.000,0.000
105,minicircle,HU+87,MC,866456,115165,307.697,2,9.952,0.048,10.000,0.000
105,minicircle,HU+87,MC,730021,150406,286.643,2,10.139,-0.139,10.000,0.000
105,minicircle,HU+87,MC,528708,230279,315.193,2,10.004,-0.004,10.000,0.000
105,minicircle,HU+87,MC,183414,95300,320.974,2,10.004,-0.004,10.000,0.000
105,minicircle,HU+87,MC,999678,20329,336.798,2,10.013,-0.013,10.000,0.000
105,minicircle,HU+87,MC,556317,90328,310.276,2,9.941,0.059,10.000,0.000
105,minicircle,HU+87,MC,318288,130245,307.490,2,10.017,-0.017,10.000,0.000
105,minicircle,HU+87,MC,221656,140350,324.540,2,9.961,0.039,9.000,0.000
105,minicircle,HU+87,MC,30834,45263,311.656,2,10.050,-0.050,10.000,0.000
105,minicircle,HU+87,MC,282320,75183,314.405,2,10.071,-0.071,10.000,0.000
105,minicircle,HU+87,MC,672680,110442,328.606,2,10.143,-0.143,10.000,0.000
105,minicircle,HU+87,MC,746268,145329,325.735,2,9.864,0.136,10.000,0.000
105,minicircle,HU+87,MC,958018,85228,307.462,2,9.983,0.017,10.000,0.000
105,minicircle,HU+87,MC,842539,170314,296.355,2,10.039,-0.039,10.000,0.000
105,minicircle,HU+87,MC,196967,200156,298.444,2,10.146,-0.146,10.000,0.000
105,minicircle,HU+87,MC,80459,125386,299.622,2,10.151,-0.151,10.000,0.000
105,minicircle,HU+87,MC,753471,215353,317.356,2,10.002,-0.002,10.000,0.000
105,minicircle,HU+87,MC,510914,40155,318.363,3,10.102,-0.102,10.000,0.000
105,minicircle,HU+87,MC,969047,135384,342.971,2,10.044,-0.044,10.000,0.000
105,minicircle,HU+87,MC,991789,50231,291.046,2,9.933,0.067,10.000,0.000
105,minicircle,HU+87,MC,287379,155274,319.632,2,10.053,-0.053,10.000,0.000
105,minicircle,HU+87,MC,849607,120403,364.092,2,10.020,-0.020,10.000,0.000
105,minicircle,HU+87,MC,538884,225415,322.201,2,9.959,0.041,10.000,0.000
105,minicircle,HU+87,MC,411506,25356,305.866,2,9.979,0.021,10.000,0.000
